plnt_folio,plnt_nom,tra_oper,tra_kwh,tra_peso,cau_trat,tra_reut,tr_po_pl,tra_cost,raz_op_t,tra_pindo2,gasto_tra_pindo2,tra_pindo1,gasto_tra_pindo1,tra_rareo2,gasto_tra_rareo2,tra_rareo1,gasto_tra_rareo1,tra_ragro2,gasto_tra_ragro2,tra_ragro1,gasto_tra_ragro1,tra_inceo2,gasto_tra_inceo2,tra_inceo1,gasto_tra_inceo1,tra_rotro2,gasto_tra_rotro2,tra_rotro1,gasto_tra_rotro1,tra_intero2,gasto_tra_intero2,tra_intero1,gasto_tra_intero1,tra_oper_a,tra_reut_a,tr_po_pl_a,raz_op_t_a,X,POBTOT,P_60YMAS,pob_urb,categoria_poblacion,Estado,Municipio,id_estado,id_municipio,clasif,idh,gdh,tmi,ipca,isal,ieduc,iing
29033,PLANTA DE TRATAMIENTO TEPEYANCO,1,27687,102441,150,3,12,3341509,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,2066,99896,12810,97708,Urbanos,Tlaxcala,Tlaxcala,29,33,16,0.83,MUY ALTO,12.8,3299.5,0.906,0.793,0.795
29033,PLANTA DE TRATAMIENTO DE METEPEC,1,1217,1267,NA,3,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Sedimentacion primaria,No Aplica,2066,99896,12810,97708,Urbanos,Tlaxcala,Tlaxcala,29,33,16,0.83,MUY ALTO,12.8,3299.5,0.906,0.793,0.795
29033,PLANTA TLAXCALA,1,337239,1102773,330,2,12,10614431,0,NA,NA,NA,NA,1,5,NA,NA,1,100,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,2066,99896,12810,97708,Urbanos,Tlaxcala,Tlaxcala,29,33,16,0.83,MUY ALTO,12.8,3299.5,0.906,0.793,0.795
29034,FOSA SEPTICA DE SAN DIEGO QUINTANILLA,1,NA,NA,NA,3,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Filtracion,No Aplica,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29034,PLANTA DE TRATAMIENTO DE JOSE MARIA MORELOS BUENAVISTA,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29034,FOSA SEPTICA DE MARIANO MATAMOROS,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29034,PLANTA DE TRATAMIENTO DE SAN LORENZO SOLTEPEC,2,NA,NA,NA,0,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,Costos de operacion,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29034,"LA VEGA, COL. SAN JUAN, TLAXCO",2,NA,NA,NA,0,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,Costos de operacion,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29034,PRESA DE OXIDACION DE ATOTONILCO,1,NA,NA,NA,3,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Filtracion,No Aplica,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29034,FOSA DE OXIDACION 2 SAN PEDRO LA CUEVA,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29034,FOSA SEPTICA DE MAXIMO ROJAS,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29034,FOSA SEPTICA DE LA MAGDALENA SOLTEPEC,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29034,FOSA SEPTICA DE LA VIGAS,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29034,PRESA DE REPOSO LA CANADA DE TECOMALUCAN,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29034,FOSA DE OXIDACION DE CASA BLANCA,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29034,FOSA DE SAN ANTONIO HUEXOTITLA,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29034,FOSA DE OXIDACION 1 SAN PEDRO LA CUEVA,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29034,PLANTA DE TRATAMIENTO 1 DE LAGUNILLAS,1,NA,NA,NA,2,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Fosa septica,No Aplica,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29034,PLANTA DE TRATAMIENTO 2 LAGUNILLAS BARRANCA EL PANTEON,1,NA,NA,NA,2,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Fosa septica,No Aplica,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29034,PRESA DE OXIDACION DE LA UNION TIERRA Y LIBERTAD,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2067,45438,4810,29464,Semiurbanos,Tlaxcala,Tlaxco,29,34,1154,0.654,MEDIO,19.8,1203,0.846,0.515,0.643
29035,PLANTA TRATAMIENTO TOCATLAN,1,NA,NA,15,3,3,50000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Filtracion,No Aplica,2068,6294,630,6230,Semiurbanos,Tlaxcala,Tocatlan,29,35,568,0.708,ALTO,13.6,1521.7,0.899,0.583,0.678
29036,PLANTA DE TRATAMIENTO DE TLATEMPAN,1,133191,301012,NA,3,13,1749330,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna aireada,No Aplica,2069,22529,2825,12937,Semiurbanos,Tlaxcala,Totolac,29,36,61,0.801,MUY ALTO,11.7,2748.6,0.915,0.732,0.768
29036,PLANTA TLAXCALA,1,337239,1102773,NA,2,12,10614431,0,NA,NA,NA,NA,1,5,NA,NA,1,100,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,2069,22529,2825,12937,Semiurbanos,Tlaxcala,Totolac,29,36,61,0.801,MUY ALTO,11.7,2748.6,0.915,0.732,0.768
29037,COLECTOR DE SAN JUAN BAUTISTA MIER,2,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,No se concluyo,2070,9207,1136,6926,Semiurbanos,Tlaxcala,Ziltlaltepec de Trinidad Sanchez Santos,29,37,1436,0.633,MEDIO,25.4,1213.8,0.799,0.492,0.644
29038,FOSA SEPTICA BARRANCA SIN NOMBRE (SAN JUAN),1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2071,18006,1742,12628,Semiurbanos,Tlaxcala,Tzompantepec,29,38,246,0.749,ALTO,11.9,1998.7,0.914,0.639,0.72
29038,FOSA SEPTICA QUETZALCOAPAN 2,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2071,18006,1742,12628,Semiurbanos,Tlaxcala,Tzompantepec,29,38,246,0.749,ALTO,11.9,1998.7,0.914,0.639,0.72
29038,FOSA SEPTICA SAN ANDRES,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2071,18006,1742,12628,Semiurbanos,Tlaxcala,Tzompantepec,29,38,246,0.749,ALTO,11.9,1998.7,0.914,0.639,0.72
29038,FOSA SEPTICA QUETZALCOAPAN 1,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2071,18006,1742,12628,Semiurbanos,Tlaxcala,Tzompantepec,29,38,246,0.749,ALTO,11.9,1998.7,0.914,0.639,0.72
29038,FOSA SEPTICA XALTIANQUISCO BARRANQUILLA,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2071,18006,1742,12628,Semiurbanos,Tlaxcala,Tzompantepec,29,38,246,0.749,ALTO,11.9,1998.7,0.914,0.639,0.72
29038,FOSA SEPTICA XALTIANQUISCO 1,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2071,18006,1742,12628,Semiurbanos,Tlaxcala,Tzompantepec,29,38,246,0.749,ALTO,11.9,1998.7,0.914,0.639,0.72
29038,FOSA SAN ANDRES 1,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2071,18006,1742,12628,Semiurbanos,Tlaxcala,Tzompantepec,29,38,246,0.749,ALTO,11.9,1998.7,0.914,0.639,0.72
29038,"PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES APIZACO ""A""",1,88663,298794,NA,3,13,1949330,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna aireada,No Aplica,2071,18006,1742,12628,Semiurbanos,Tlaxcala,Tzompantepec,29,38,246,0.749,ALTO,11.9,1998.7,0.914,0.639,0.72
29039,LAGUNA DE OXIDACION,1,NA,NA,NA,3,20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna anaerobia,No Aplica,2072,25607,2386,22625,Semiurbanos,Tlaxcala,Xaloztoc,29,39,547,0.711,ALTO,15.3,1610.7,0.885,0.591,0.687
29039,FOSA DE OXIDACION VELAZCO,1,NA,NA,NA,3,20,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna anaerobia,No Aplica,2072,25607,2386,22625,Semiurbanos,Tlaxcala,Xaloztoc,29,39,547,0.711,ALTO,15.3,1610.7,0.885,0.591,0.687
29040,PLANTA DE TRATAMIENTO 3 SAN SIMON PANTANO ARTIFICIAL,1,NA,NA,NA,3,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Filtracion,No Aplica,2073,10601,1442,3217,Semiurbanos,Tlaxcala,Xaltocan,29,40,633,0.701,ALTO,18.3,1489,0.859,0.594,0.675
29040,PLANTA DE TRATAMIENTO CUATLA,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2073,10601,1442,3217,Semiurbanos,Tlaxcala,Xaltocan,29,40,633,0.701,ALTO,18.3,1489,0.859,0.594,0.675
29040,FOSA 2 DE TOPILCO DE JUAREZ,1,NA,NA,NA,3,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Filtracion,No Aplica,2073,10601,1442,3217,Semiurbanos,Tlaxcala,Xaltocan,29,40,633,0.701,ALTO,18.3,1489,0.859,0.594,0.675
29040,FOSA 2 DE SAN SIMON TLATLAHUQUITEPEC,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2073,10601,1442,3217,Semiurbanos,Tlaxcala,Xaltocan,29,40,633,0.701,ALTO,18.3,1489,0.859,0.594,0.675
29040,PLANTA DE TRATAMIENTO 2 DE SAN SIMON JARDINES PANTANO ARTIFICIAL,1,NA,NA,NA,3,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Filtracion,No Aplica,2073,10601,1442,3217,Semiurbanos,Tlaxcala,Xaltocan,29,40,633,0.701,ALTO,18.3,1489,0.859,0.594,0.675
29040,FOSA 2 DE SANTA BARBARA ACUICUIZCATEPEC,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2073,10601,1442,3217,Semiurbanos,Tlaxcala,Xaltocan,29,40,633,0.701,ALTO,18.3,1489,0.859,0.594,0.675
29040,FOSA 1 SEPTICA DE LAS MESAS,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2073,10601,1442,3217,Semiurbanos,Tlaxcala,Xaltocan,29,40,633,0.701,ALTO,18.3,1489,0.859,0.594,0.675
29040,FOSA 1 SAN SIMON,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2073,10601,1442,3217,Semiurbanos,Tlaxcala,Xaltocan,29,40,633,0.701,ALTO,18.3,1489,0.859,0.594,0.675
29040,FOSA 2 ACUICUIZCATEPEC,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2073,10601,1442,3217,Semiurbanos,Tlaxcala,Xaltocan,29,40,633,0.701,ALTO,18.3,1489,0.859,0.594,0.675
29040,AVENIDA DEL TRABAJO FOSA CUATLA,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2073,10601,1442,3217,Semiurbanos,Tlaxcala,Xaltocan,29,40,633,0.701,ALTO,18.3,1489,0.859,0.594,0.675
29040,FOSA DE SAN JOSE TEXOPA,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2073,10601,1442,3217,Semiurbanos,Tlaxcala,Xaltocan,29,40,633,0.701,ALTO,18.3,1489,0.859,0.594,0.675
29040,PLANTA DE TRATAMIENTO DE LA ASCENCION HUIZCOLOTEPEC,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2073,10601,1442,3217,Semiurbanos,Tlaxcala,Xaltocan,29,40,633,0.701,ALTO,18.3,1489,0.859,0.594,0.675
29040,PLANTA DE TRATAMIENTO 1 DE SAN SIMON TLATLAHUIQUITEPEC,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2073,10601,1442,3217,Semiurbanos,Tlaxcala,Xaltocan,29,40,633,0.701,ALTO,18.3,1489,0.859,0.594,0.675
29042,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES,2,NA,NA,NA,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,Robo de maquinaria/equipo,2075,14197,1806,14197,Semiurbanos,Tlaxcala,Xicohtzinco,29,42,172,0.764,ALTO,11.9,2048.8,0.913,0.675,0.723
29043,"PLANTA APIZACO ""B""",1,7075,25682,NA,3,14,1949330,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Filtro percolador,No Aplica,2076,42242,4075,36186,Semiurbanos,Tlaxcala,Yauhquemehcan,29,43,117,0.776,ALTO,12.1,2386,0.911,0.687,0.746
29043,FOSA SEPTICA FUENTE DE RIELES,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2076,42242,4075,36186,Semiurbanos,Tlaxcala,Yauhquemehcan,29,43,117,0.776,ALTO,12.1,2386,0.911,0.687,0.746
29043,FOSA SEPTICA OCOTOXCO,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2076,42242,4075,36186,Semiurbanos,Tlaxcala,Yauhquemehcan,29,43,117,0.776,ALTO,12.1,2386,0.911,0.687,0.746
29043,FOSA SEPTICA PUENTE LA CONQUISTA,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2076,42242,4075,36186,Semiurbanos,Tlaxcala,Yauhquemehcan,29,43,117,0.776,ALTO,12.1,2386,0.911,0.687,0.746
29043,PLANTA DE TRATAMIENTO DE ATLIHUETZIAN,1,NA,NA,NA,3,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Sedimentacion primaria,No Aplica,2076,42242,4075,36186,Semiurbanos,Tlaxcala,Yauhquemehcan,29,43,117,0.776,ALTO,12.1,2386,0.911,0.687,0.746
29043,FOSA SAN LORENZO TLACUALOYAN,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2076,42242,4075,36186,Semiurbanos,Tlaxcala,Yauhquemehcan,29,43,117,0.776,ALTO,12.1,2386,0.911,0.687,0.746
29043,FOSA SEPTICA DEL BALNEARIO DE SAN BENITO,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2076,42242,4075,36186,Semiurbanos,Tlaxcala,Yauhquemehcan,29,43,117,0.776,ALTO,12.1,2386,0.911,0.687,0.746
29043,FOSA SEPTICA LA MOJONERA,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2076,42242,4075,36186,Semiurbanos,Tlaxcala,Yauhquemehcan,29,43,117,0.776,ALTO,12.1,2386,0.911,0.687,0.746
29043,FOSA SEPTICA BARRANCA COYOATLA,1,NA,NA,NA,3,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Fosa septica,No Aplica,2076,42242,4075,36186,Semiurbanos,Tlaxcala,Yauhquemehcan,29,43,117,0.776,ALTO,12.1,2386,0.911,0.687,0.746
29045,PLANTA DE TRATAMIENTO NORTE,1,230,48,NA,1,13,162927,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza el 100%,Laguna aireada,No Aplica,2078,6211,603,6185,Semiurbanos,Tlaxcala,Benito Juarez,29,45,860,0.679,MEDIO,14.6,1461.3,0.89,0.523,0.672
29045,PLANTA DE TRATAMIENTO SUR,1,NA,NA,NA,2,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Filtracion,No Aplica,2078,6211,603,6185,Semiurbanos,Tlaxcala,Benito Juarez,29,45,860,0.679,MEDIO,14.6,1461.3,0.89,0.523,0.672
29046,PLANTA SUR,1,NA,NA,NA,2,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Fosa septica,No Aplica,2079,4951,437,3364,Rurales,Tlaxcala,Emiliano Zapata,29,46,1376,0.638,MEDIO,21.3,1052.4,0.834,0.499,0.623
29046,PLANTA NORTE,1,NA,NA,NA,2,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Fosa septica,No Aplica,2079,4951,437,3364,Rurales,Tlaxcala,Emiliano Zapata,29,46,1376,0.638,MEDIO,21.3,1052.4,0.834,0.499,0.623
29046,PLANTA GUSTAVO DIAZ ORDAZ,2,NA,NA,NA,0,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,Presion social,2079,4951,437,3364,Rurales,Tlaxcala,Emiliano Zapata,29,46,1376,0.638,MEDIO,21.3,1052.4,0.834,0.499,0.623
