1. Clave de identificación ,2. Nombre de la planta de tratamiento,3. País,4. Lugar,4a. Cuencas HydroSHEDS L3,5. Clave de identificación nacional de la planta de tratamiento,6. Clave HydroWASTE,7. Año de inicio de operaciones de la planta,8. Operador PTAR,8a. Tipo de operador,"9. Tamaño
[Campo Calculado]",10. Latitude,11. Longitude,12. Latitude de la descarga,13. Longitude de la descarga ,14.Capacidad de tratamiento en litros por segundo (L/s),14a.Capacidad de tratamiento máximo (L/s),15. Caudal de operación promedio (L/s),16. Año de caudal de operación promedio,"Capacidad diseño para clasificación (L/s)
[Campo calculado]","Caudal de operación promedio para análisis (L/s)
[Campo calculado]",17a. Categorías del Proceso de tratamiento  ,17b. Subcategorías del Proceso de tratamiento  ,"Campo de clasificación de procesos de tratamiento
(RML)",18. Detalles del proceso de tratamiento ,19. Estado,20. Destino del agua residual,20a. Categoría de destino,21. Se aprovecha el biogás?,22. Disposición de lodos o fangos resultado del tratamiento,23. Volumen de lodos o fangos (L/s),24. Volumen reutilizado,25. Destino o tipo de uso,27 Notas,28. Fuente de la información,29. Año de información ,30. Fecha de ingreso ,"Observaciones al registro: 
""<Tipo><Fecha> <Iniciales> <Comentario>"":
[INFO] 230725 JM Comentario",Indicador geoposición,Indicador gasto,tipo_regimen,Estado,Municipio
MEX-1994,Fesapauv Cristal,México,"Xalapa-Enríquez, Xalapa, Veracruz de Ignacio de la Llave",753 Golfo de México y vertiente Atlántico de América C.,3652,ND,ND,ND,,01 Microplanta o sin dato,19.52708,-96.9226,ND,ND,1.0,1.0,1,ND,1.0,1.0,02 Lagunas,02 Lagunas,,Lagunas: Anaerobia + Facultativa,05 No reportada (se asume en operación),Infiltración,03 Terreno,No,,,ND,Infiltración,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Veracruz de Ignacio de la Llave,Xalapa
MEX-2009,Cerro Colorado,México,"Cerro Colorado, Cuauhtémoc, Colima",771 Cuencas Vertiente Pacífico de México y América Central,3705,44556,ND,ND,,01 Microplanta o sin dato,19.33113,-103.553,ND,ND,1.5,1.5,1,ND,1.5,1.0,12 Otros,12.a Otros tanque o cámara séptica,,Tanque séptico,05 No reportada (se asume en operación),Acuifero Alzada Tepames,ND,ND,ND,ND,ND,Acuifero Alzada Tepames,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Colima,Cuauhtémoc
MEX-2015,El Tepetate,México,"El Tepetate, Lagos de Moreno, Jalisco",771 Cuencas Vertiente Pacífico de México y América Central,3733,ND,ND,ND,,01 Microplanta o sin dato,21.3575,-101.879,ND,ND,1.0,1.0,1,ND,1.0,1.0,01 Lodos activados,01 Lodos activados,,Lodos activados (convencional),05 No reportada (se asume en operación),Arroyo La Sauceda,01 Río o corriente,ND,ND,ND,ND,Arroyo La Sauceda,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Jalisco,Lagos de Moreno
MEX-2064,San Diego Xalpatlahuaya,México,"San Diego Xalpatlahuaya, Huamantla, Tlaxcala",771 Cuencas Vertiente Pacífico de México y América Central,3843,44654,ND,ND,,01 Microplanta o sin dato,19.37464,-97.9526,ND,ND,1.5,1.5,1,ND,1.5,1.0,06 Reactor anaerobio de flujo ascendente (RAFA),06.1 Reactor anaerobio de flujo ascendente (RAFA) y humedal,,RAFA + Humedales,05 No reportada (se asume en operación),Barranca Xalpatlahuaya,01 Río o corriente,ND,ND,ND,ND,Barranca Xalpatlahuaya,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Tlaxcala,Huamantla
MEX-2067,Cuatla,México,"Cuatla, Xaltocan, Tlaxcala",771 Cuencas Vertiente Pacífico de México y América Central,3854,ND,ND,ND,,01 Microplanta o sin dato,19.43536,-98.2213,ND,ND,1.5,1.5,1,ND,1.5,1.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Barranca sin nombre,01 Río o corriente,ND,ND,ND,ND,Barranca sin nombre,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Tlaxcala,Xaltocan
MEX-2068,San Simon Tlatlahuquitepec Calle Doctores,México,"San Simon Tlatlahuquitepec, Xaltocan, Tlaxcala",771 Cuencas Vertiente Pacífico de México y América Central,3855,ND,ND,ND,,01 Microplanta o sin dato,19.38871,-98.2184,ND,ND,1.5,1.5,1,ND,1.5,1.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Barranca sin nombre,01 Río o corriente,ND,ND,ND,ND,Barranca sin nombre,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Tlaxcala,Xaltocan
MEX-2069,San Simon Tlatlahuquitepec Calle Jardinez,México,"San Simon Tlatlahuquitepec, Xaltocan, Tlaxcala",771 Cuencas Vertiente Pacífico de México y América Central,3856,ND,ND,ND,,01 Microplanta o sin dato,19.40806,-98.2248,ND,ND,1.5,1.5,1,ND,1.5,1.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Barranca sin nombre,01 Río o corriente,ND,ND,ND,ND,Barranca sin nombre,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Tlaxcala,Xaltocan
MEX-2070,San Simon Tlatlahuquitepec Calle 10 De Mayo,México,"San Simon Tlatlahuquitepec, Xaltocan, Tlaxcala",771 Cuencas Vertiente Pacífico de México y América Central,3857,ND,ND,ND,,01 Microplanta o sin dato,19.39368,-98.2277,ND,ND,1.5,1.5,1,ND,1.5,1.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Barranca sin nombre,01 Río o corriente,ND,ND,ND,ND,Barranca sin nombre,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Tlaxcala,Xaltocan
MEX-2085,La Esperanza,México,"ESPERANZA, LA, Culiacán, Sinaloa",771 Cuencas Vertiente Pacífico de México y América Central,3878,ND,ND,ND,,01 Microplanta o sin dato,24.27489,-107.139,ND,ND,1.0,1.0,1,ND,1.0,1.0,12 Otros,12.a Otros tanque o cámara séptica,,Tanque séptico,05 No reportada (se asume en operación),Dren principal El Tule,01 Río o corriente,ND,ND,ND,ND,Dren principal El Tule,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sinaloa,
MEX-2106,La Florida,México,"FLORIDA, LA, Tenamaxtlán, Jalisco",771 Cuencas Vertiente Pacífico de México y América Central,3906,ND,ND,ND,,01 Microplanta o sin dato,20.20028,-104.12,ND,ND,1.0,1.0,1,ND,1.0,1.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),,ND,ND,ND,ND,ND,,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Jalisco,
MEX-2112,Plomosas,México,"Plomosas, Jacala de Ledezma, Hidalgo",753 Golfo de México y vertiente Atlántico de América C.,3914,ND,ND,ND,,01 Microplanta o sin dato,20.91333,-99.1697,ND,ND,1.1,1.1,1,ND,1.1,1.0,04 Biofiltros,04 Biofiltros,,Filtro biológico,05 No reportada (se asume en operación),Riego agrícola,05 Reúso directo,ND,ND,ND,ND,Riego agrícola,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Hidalgo,Jacala de Ledezma
MEX-2148,Lagunas de estabilización de la localidad Villa Unión de Muñoz (Villa Unión),México,"Villa Unión de Muñoz (Villa Unión), Hidalgo, Durango",752 Río Bravo y cuencas centrales del norte de México,3977,ND,ND,ND,,01 Microplanta o sin dato,25.70071,-104.704,ND,ND,4.2,4.2,1,ND,4.2,1.0,02 Lagunas,02 Lagunas,,Lagunas: Anaerobia + Facultativa + Maduración,05 No reportada (se asume en operación),Arroyo El Mimbre,01 Río o corriente,No,,,ND,Arroyo El Mimbre,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Durango,Hidalgo
MEX-2165,Lagunas de estabilización de la localidad San Valentín,México,"San Valentín, Santa Clara, Durango",752 Río Bravo y cuencas centrales del norte de México,4000,ND,ND,ND,,01 Microplanta o sin dato,24.53932,-103.529,ND,ND,1.5,1.5,1,ND,1.5,1.0,02 Lagunas,02 Lagunas,,Lagunas: Anaerobia + Facultativa + Maduración,05 No reportada (se asume en operación),Lagunas de estabilización,ND,No,,,ND,Lagunas de estabilización,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Durango,Santa Clara
MEX-2195,Potrero,México,"POTRERO, EL, San Martín Chalchicuautla, San Luis Potosí",753 Golfo de México y vertiente Atlántico de América C.,4069,ND,ND,ND,,01 Microplanta o sin dato,21.24165,-98.6318,ND,ND,2.0,2.0,1,ND,2.0,1.0,12 Otros,12 Otros,,Otro,05 No reportada (se asume en operación),Arroyo sin nombre,01 Río o corriente,ND,ND,ND,ND,Arroyo sin nombre,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,San Luis Potosi,
MEX-2198,Coalatilla,México,"Augusto Gómez Villanueva (Coalatilla), Armería, Colima",771 Cuencas Vertiente Pacífico de México y América Central,4075,44820,ND,ND,,01 Microplanta o sin dato,19.01126,-104.005,ND,ND,1.5,1.5,1,ND,1.5,1.0,07 Filtros anaerobios,07.a Filtros anaerobios de flujo ascendente,,Filtro anaerobio de flujo ascendente (FAFA),05 No reportada (se asume en operación),Acuífero Armería-Tecomán-Periquillos,ND,ND,ND,ND,ND,Acuífero Armería-Tecomán-Periquillos,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Colima,Armería
MEX-2204,Lucero de Arcinas,México,"El Lucero (Arcinas), Tlahualilo, Durango",752 Río Bravo y cuencas centrales del norte de México,4083,ND,ND,ND,,01 Microplanta o sin dato,25.88863,-103.401,ND,ND,4.0,4.0,1,ND,4.0,1.0,02 Lagunas,02 Lagunas,,Lagunas: Anaerobia + Facultativa + Maduración,05 No reportada (se asume en operación),Suelo (Riego Agrícola),03 Terreno,No,,,ND,Suelo (Riego Agrícola),Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Durango,Tlahualilo
MEX-2216,Morelos,México,"Morelos, Morelos, Chihuahua",771 Cuencas Vertiente Pacífico de México y América Central,4109,ND,ND,ND,,01 Microplanta o sin dato,26.67288,-107.668,ND,ND,2.9,2.9,1,ND,2.9,1.0,02 Lagunas,02 Lagunas,,Lagunas facultativas,05 No reportada (se asume en operación),Río Morelos,01 Río o corriente,No,,,ND,Río Morelos,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Chihuahua,Morelos
MEX-2232,San Andrés (Jalmolonga 1),México,"Jalmolonga (La Hacienda), Malinalco, México",771 Cuencas Vertiente Pacífico de México y América Central,4153,44882,ND,ND,,01 Microplanta o sin dato,18.91693,-99.4918,ND,ND,2.5,2.5,1,ND,2.5,1.0,06 Reactor anaerobio de flujo ascendente (RAFA),06.8 Reactor anaerobio de flujo ascendente (RAFA) y biofiltro,,RAFA + Filtro rociador,05 No reportada (se asume en operación),Río Chalma,01 Río o corriente,ND,ND,ND,ND,Río Chalma,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Mexico,Malinalco
MEX-2233,San Andrés (Jalmolonga 2),México,"Jalmolonga (La Hacienda), Malinalco, México",771 Cuencas Vertiente Pacífico de México y América Central,4154,ND,ND,ND,,01 Microplanta o sin dato,18.91727,-99.4942,ND,ND,1.0,1.0,1,ND,1.0,1.0,06 Reactor anaerobio de flujo ascendente (RAFA),06.8 Reactor anaerobio de flujo ascendente (RAFA) y biofiltro,,RAFA + Filtro rociador,05 No reportada (se asume en operación),Río Chalma,01 Río o corriente,ND,ND,ND,ND,Río Chalma,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Mexico,Malinalco
MEX-2259,Escalon,México,"Escalon, Jiménez, Chihuahua",752 Río Bravo y cuencas centrales del norte de México,4204,ND,ND,ND,,01 Microplanta o sin dato,26.73523,-104.322,ND,ND,2.6,2.6,1,ND,2.6,1.0,02 Lagunas,02 Lagunas,,Lagunas de Estabilización,05 No reportada (se asume en operación),RIO FLORIDO ,01 Río o corriente,No,,,ND,RIO FLORIDO ,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Chihuahua,Jiménez
MEX-2263,El Trapiche II,México,"El Trapiche, Cuauhtémoc, Colima",771 Cuencas Vertiente Pacífico de México y América Central,4219,ND,ND,ND,,01 Microplanta o sin dato,19.27786,-103.661,ND,ND,2.0,2.0,1,ND,2.0,1.0,05 Biodiscos,05 Biodiscos,,Biodiscos,05 No reportada (se asume en operación),Arroyo Las Cañas,01 Río o corriente,ND,ND,ND,ND,Arroyo Las Cañas,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Colima,Cuauhtémoc
MEX-2266,La Soledad del Salitre,México,"Soledad del Salitre (El Salitre), Villa de Allende, México",771 Cuencas Vertiente Pacífico de México y América Central,4228,44936,ND,ND,,01 Microplanta o sin dato,19.38934,-100.094,ND,ND,2.5,2.5,1,ND,2.5,1.0,06 Reactor anaerobio de flujo ascendente (RAFA),06.8 Reactor anaerobio de flujo ascendente (RAFA) y biofiltro,,RAFA + Filtro rociador,05 No reportada (se asume en operación),Colector Municipal,01 Río o corriente,ND,ND,ND,ND,Colector Municipal,Coordenada Planta. La planta se encuentra cercana a los poblados de San Isidro y San Felipe Santiago.,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Mexico,Villa de Allende
MEX-2269,Ejido San Joaquín,México,"EJIDO SAN JOAQUIN, Culiacán, Sinaloa",771 Cuencas Vertiente Pacífico de México y América Central,4235,ND,ND,ND,,01 Microplanta o sin dato,24.36159,-107.352,ND,ND,1.1,1.1,1,ND,1.1,1.0,12 Otros,12.a Otros tanque o cámara séptica,,Tanque séptico,05 No reportada (se asume en operación),Dren el Dorado,01 Río o corriente,ND,ND,ND,ND,Dren el Dorado,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sinaloa,Culiacán
MEX-2274,Otameto,México,"OTAMETO, Navolato, Sinaloa",771 Cuencas Vertiente Pacífico de México y América Central,4250,ND,ND,ND,,01 Microplanta o sin dato,24.72968,-107.738,ND,ND,1.5,1.5,1,ND,1.5,1.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Río Cultacán (100% agua tratada con reúso indirecto ambiental),01 Río o corriente,ND,ND,ND,ND,Río Cultacán (100% agua tratada con reúso indirecto ambiental),Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sinaloa,Navolato
MEX-2275,El Limoncito,México,"LIMONCITO, EL, Navolato, Sinaloa",771 Cuencas Vertiente Pacífico de México y América Central,4252,ND,ND,ND,,01 Microplanta o sin dato,24.75879,-107.737,ND,ND,1.5,1.5,1,ND,1.5,1.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Dren Ramal 9+800 (100% agua tratada con reúso indirecto ambiental),01 Río o corriente,ND,ND,ND,ND,Dren Ramal 9+800 (100% agua tratada con reúso indirecto ambiental),Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sinaloa,
MEX-2276,Lo de Reyes,México,"LO DE REYES, Navolato, Sinaloa",771 Cuencas Vertiente Pacífico de México y América Central,4253,ND,ND,ND,,01 Microplanta o sin dato,24.76063,-107.771,ND,ND,1.5,1.5,1,ND,1.5,1.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Dren Lo de Reyes (100% agua tratada con reúso indirecto ambiental),01 Río o corriente,ND,ND,ND,ND,Dren Lo de Reyes (100% agua tratada con reúso indirecto ambiental),Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sinaloa,Navolato
MEX-2282,Francisco I. Madero,México,"Francisco I. Madero, Fresnillo, Zacatecas",752 Río Bravo y cuencas centrales del norte de México,4261,44958,ND,ND,,01 Microplanta o sin dato,23.32483,-103.314,ND,ND,1.97,1.97,1,ND,1.97,1.0,06 Reactor anaerobio de flujo ascendente (RAFA),06.1 Reactor anaerobio de flujo ascendente (RAFA) y humedal,,RAFA + Humedales,05 No reportada (se asume en operación),Rio San Francisco,01 Río o corriente,ND,ND,ND,ND,Rio San Francisco,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Zacatecas,Fresnillo
MEX-2360,PTAR Coapantla,México,"Coapantla, Huautla, Hidalgo",753 Golfo de México y vertiente Atlántico de América C.,4396,ND,ND,ND,,01 Microplanta o sin dato,20.97672,-98.242,ND,ND,1.0,1.0,1,ND,1.0,1.0,06 Reactor anaerobio de flujo ascendente (RAFA),06.1 Reactor anaerobio de flujo ascendente (RAFA) y humedal,,RAFA + Humedales,05 No reportada (se asume en operación),Sin nombre,01 Río o corriente,ND,ND,ND,ND,Sin nombre,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Hidalgo,Huautla
MEX-2364,Colonia Esperanza,México,"Colonia Esperanza, Praxedis G. Guerrero, Chihuahua",752 Río Bravo y cuencas centrales del norte de México,4402,ND,ND,ND,,01 Microplanta o sin dato,31.31963,-105.947,ND,ND,5.6,5.6,1,ND,5.6,1.0,02 Lagunas,02 Lagunas,,Lagunas facultativas,05 No reportada (se asume en operación),DREN INTERCEPTOR ,01 Río o corriente,No,,,ND,DREN INTERCEPTOR ,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Chihuahua,Praxedis G. Guerrero
MEX-2386,La Florida,México,"FLORIDA, LA, Tenamaxtlán, Jalisco",771 Cuencas Vertiente Pacífico de México y América Central,4477,ND,ND,ND,,01 Microplanta o sin dato,20.20028,-104.12,ND,ND,1.0,1.0,1,ND,1.0,1.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),,ND,ND,ND,ND,ND,,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Jalisco,
MEX-2387,Cuastecomates,México,"Cuastecomate, Cihuatlan, Jalisco",771 Cuencas Vertiente Pacífico de México y América Central,4478,ND,ND,ND,,01 Microplanta o sin dato,19.23041,-104.728,ND,ND,1.0,1.0,1,ND,1.0,1.0,01 Lodos activados,01.a Lodos activados aireación extendida,,Lodos activados (aireación extendida),05 No reportada (se asume en operación),Bahía de Cuastecomate,04 Mar,ND,ND,ND,ND,Bahía de Cuastecomate,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Jalisco,Cihuatlan
MEX-2389,Zacatongo 2,México,"Zacatongo, Mascota, Jalisco",771 Cuencas Vertiente Pacífico de México y América Central,4480,ND,ND,ND,,01 Microplanta o sin dato,20.8091,-104.586,ND,ND,1.0,1.0,1,ND,1.0,1.0,07 Filtros anaerobios,07.a Filtros anaerobios de flujo ascendente,,Filtro anaerobio de flujo ascendente (FAFA),05 No reportada (se asume en operación),Sin dato,ND,ND,ND,ND,ND,Sin dato,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Jalisco,Mascota
MEX-2390,Navidad,México,"Navidad, Mascota, Jalisco",771 Cuencas Vertiente Pacífico de México y América Central,4481,ND,ND,ND,,01 Microplanta o sin dato,20.5721,-104.673,ND,ND,1.0,1.0,1,ND,1.0,1.0,06 Reactor anaerobio de flujo ascendente (RAFA),06 Reactor anaerobio de flujo ascendente (RAFA),,Reactor anaerobio de flujo ascendente (RAFA),05 No reportada (se asume en operación),Sin dato,ND,ND,ND,ND,ND,Sin dato,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Jalisco,Mascota
MEX-2402,Nueva  Jerusalen,México,"Ejido. Nueva Jesuralen, Tenosique, Tabasco",753 Golfo de México y vertiente Atlántico de América C.,4508,45114,ND,ND,,01 Microplanta o sin dato,17.25884,-91.0682,ND,ND,1.0,1.0,1,ND,1.0,1.0,10 Reactor biológico,10 Reactor biológico,,Reactor biológico,05 No reportada (se asume en operación),INNOMINADO,01 Río o corriente,ND,ND,ND,ND,INNOMINADO,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Tabasco,Tenosique
MEX-2415,Higinio Tanguma,México,"HIGINIO TANGUMA, Aldama, Tamaulipas",753 Golfo de México y vertiente Atlántico de América C.,4540,ND,ND,ND,,01 Microplanta o sin dato,22.85427,-98.2543,ND,ND,1.32,1.32,1,ND,1.32,1.0,02 Lagunas,02 Lagunas,,Lagunas de Estabilización,05 No reportada (se asume en operación),,ND,No,,,ND,,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Tamaulipas,Aldama
MEX-2435,SAN JERONIMO,México,"San Jerónimo, San Martín de Hidalgo, Jalisco",771 Cuencas Vertiente Pacífico de México y América Central,4562,ND,ND,ND,,01 Microplanta o sin dato,20.40411,-103.987,ND,ND,1.0,1.0,1,ND,1.0,1.0,06 Reactor anaerobio de flujo ascendente (RAFA),06 Reactor anaerobio de flujo ascendente (RAFA),,Reactor anaerobio de flujo ascendente (RAFA),05 No reportada (se asume en operación),,ND,ND,ND,ND,ND,,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Jalisco,San Martín de Hidalgo
MEX-2452,PTAR POZO DEL CARMEN,México,"POZO DEL CARMEN, Armadillo de los Infante, San Luis Potosí",753 Golfo de México y vertiente Atlántico de América C.,4594,ND,ND,ND,,01 Microplanta o sin dato,22.30561,-100.61,ND,ND,1.0,1.0,1,ND,1.0,1.0,12 Otros,12 Otros,,Otro,05 No reportada (se asume en operación),arroyo sin nombre,01 Río o corriente,ND,ND,ND,ND,arroyo sin nombre,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,San Luis Potosi,Armadillo de los Infante
MEX-2453,PTAR SMA 1,México,"SANTA MARIA ACAPULCO, Santa Catarina, San Luis Potosí",753 Golfo de México y vertiente Atlántico de América C.,4597,ND,ND,ND,,01 Microplanta o sin dato,21.47187,-99.4413,ND,ND,1.0,1.0,1,ND,1.0,1.0,12 Otros,12 Otros,,Anaerobio,05 No reportada (se asume en operación),,ND,ND,ND,ND,ND,,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,San Luis Potosi,Santa Catarina
MEX-2454,PTAR SMA 2,México,"SANTA MARIA ACAPULCO, Santa Catarina, San Luis Potosí",753 Golfo de México y vertiente Atlántico de América C.,4600,ND,ND,ND,,01 Microplanta o sin dato,21.47187,-99.4413,ND,ND,1.0,1.0,1,ND,1.0,1.0,12 Otros,12 Otros,,Anaerobio,05 No reportada (se asume en operación),,ND,ND,ND,ND,ND,,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,San Luis Potosi,Santa Catarina
MEX-2455,PTAR AGUAZARCA PLANTA 1,México,"AGUAZARCA, Tamazunchale, San Luis Potosí",753 Golfo de México y vertiente Atlántico de América C.,4601,ND,ND,ND,,01 Microplanta o sin dato,21.28694,-98.9239,ND,ND,1.0,1.0,1,ND,1.0,1.0,12 Otros,12 Otros,,Otro,05 No reportada (se asume en operación),arroyo sin nombre,01 Río o corriente,ND,ND,ND,ND,arroyo sin nombre,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,San Luis Potosi,Tamazunchale
MEX-2456,PTAR AGUA ZARCA PLANTA 2,México,"AGUAZARCA, Tamazunchale, San Luis Potosí",753 Golfo de México y vertiente Atlántico de América C.,4602,ND,ND,ND,,01 Microplanta o sin dato,21.28694,-98.9239,ND,ND,1.0,1.0,1,ND,1.0,1.0,12 Otros,12 Otros,,Otro,05 No reportada (se asume en operación),arroyo sin nombre,01 Río o corriente,ND,ND,ND,ND,arroyo sin nombre,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,San Luis Potosi,Tamazunchale
MEX-2458,PTAR EL LAUREL,México,"LAUREL, EL, Tamazunchale, San Luis Potosí",753 Golfo de México y vertiente Atlántico de América C.,4604,ND,ND,ND,,01 Microplanta o sin dato,21.21599,-98.6798,ND,ND,1.0,1.0,1,ND,1.0,1.0,12 Otros,12 Otros,,Otro,05 No reportada (se asume en operación),arroyo sin nombre,01 Río o corriente,ND,ND,ND,ND,arroyo sin nombre,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,San Luis Potosi,
MEX-2459,PTAR FRACC. EL SOL,México,"Tamazunchale, Tamazunchale, San Luis Potosí",753 Golfo de México y vertiente Atlántico de América C.,4605,ND,ND,ND,,01 Microplanta o sin dato,21.26274,-98.7915,ND,ND,1.0,1.0,1,ND,1.0,1.0,12 Otros,12 Otros,,Otro,05 No reportada (se asume en operación),arroyo sin nombre,01 Río o corriente,ND,ND,ND,ND,arroyo sin nombre,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,San Luis Potosi,Tamazunchale
MEX-2460,PTAR GUAXCUACO,México,"GUAXCUACO, Tamazunchale, San Luis Potosí",753 Golfo de México y vertiente Atlántico de América C.,4606,ND,ND,ND,,01 Microplanta o sin dato,21.20403,-98.8794,ND,ND,1.0,1.0,1,ND,1.0,1.0,12 Otros,12 Otros,,Otro,05 No reportada (se asume en operación),arroyo sin nombre,01 Río o corriente,ND,ND,ND,ND,arroyo sin nombre,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,San Luis Potosi,Tamazunchale
MEX-2461,PTAR LAS CHACHALACAS,México,"CHACHALACAS, LAS, Tamazunchale, San Luis Potosí",753 Golfo de México y vertiente Atlántico de América C.,4607,ND,ND,ND,,01 Microplanta o sin dato,21.22196,-98.6823,ND,ND,1.0,1.0,1,ND,1.0,1.0,12 Otros,12 Otros,,Otro,05 No reportada (se asume en operación),arroyo sin nombre,01 Río o corriente,ND,ND,ND,ND,arroyo sin nombre,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,San Luis Potosi,
MEX-2462,PTAR LAS PALOMAS,México,"PALOMAS, LAS, Tamazunchale, San Luis Potosí",753 Golfo de México y vertiente Atlántico de América C.,4608,ND,ND,ND,,01 Microplanta o sin dato,21.27353,-98.7,ND,ND,1.0,1.0,1,ND,1.0,1.0,12 Otros,12 Otros,,Anaerobio,05 No reportada (se asume en operación),arroyo sin nombre,01 Río o corriente,ND,ND,ND,ND,arroyo sin nombre,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,San Luis Potosi,
MEX-2465,PTAR TENEXCO,México,"TENEXCO, Tamazunchale, San Luis Potosí",753 Golfo de México y vertiente Atlántico de América C.,4612,ND,ND,ND,,01 Microplanta o sin dato,21.21528,-98.7383,ND,ND,1.0,1.0,1,ND,1.0,1.0,12 Otros,12 Otros,,Otro,05 No reportada (se asume en operación),Arroyo sin nombre,01 Río o corriente,ND,ND,ND,ND,Arroyo sin nombre,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,San Luis Potosi,Tamazunchale
MEX-2469,PTAR EL BARRANCÓN,México,"BARRANCON, EL, Tanlajás, San Luis Potosí",753 Golfo de México y vertiente Atlántico de América C.,4618,ND,ND,ND,,01 Microplanta o sin dato,21.68096,-98.8609,ND,ND,1.0,1.0,1,ND,1.0,1.0,02 Lagunas,02 Lagunas,,Lagunas facultativas,05 No reportada (se asume en operación),Arroyo sin nombre,01 Río o corriente,No,,,ND,Arroyo sin nombre,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,San Luis Potosi,
